Username,Text,Bot,hasCyrillicUsername,usernameEntropy,hasFemaleNameInUsername,hasEmojis,endsWithEmojis,wordCount,isShortComment,hasFlaggedEmoji,flaggedEmojiCount,isDuplicateComment,hasCommonBotPhrases,commonBotPhrasesCount,hasTimeStamp,exclamationCount,punctuationClusters
lebanonwarior1,Song name??﻿,0,0,0.7142857142857143,1,0,0,2,1,0,0,0,0,0,0,0,1
amine moha,please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood﻿,1,0,0.8,1,0,0,4,1,0,0,0,0,0,0,0,0
PacKmaN,hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,1,0,0.8571428571428571,0,0,0,23,0,0,0,0,0,0,0,0,0
fad lad,http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ﻿,1,0,0.7142857142857143,0,0,0,2,1,0,0,0,0,0,0,0,0
Digital Media Butterfly,"The most watched video on YouTube is Psy’s “Gangnam Style”, with 2.1  billion views. PSY - GANGNAM STYLE (강남스타일) M/V﻿",0,0,0.6521739130434783,1,0,0,20,0,0,0,0,0,0,0,0,0
JackTheLad,Subscribe to me and I'll subscribe back!!!﻿,1,0,0.9,0,0,0,7,0,0,0,0,0,0,0,3,1
JoelR Ch,http://flipagram.com/f/LUkA1QMrhF﻿,1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0
OverSpace33,For Christmas Song visit my channel! ;)﻿,1,0,0.8181818181818182,0,0,0,7,0,0,0,0,0,0,0,1,0
Detroit Red Wings,http://www.gofundme.com/gvr7xg﻿,1,0,0.7647058823529411,0,0,0,1,1,0,0,0,0,0,0,0,0
DirtySouthFlorida3,Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1,0,0.7777777777777778,1,0,0,13,0,0,0,0,0,0,0,4,1
David Boček,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1,0,1.0,1,0,0,2,1,0,0,0,0,0,0,0,0
Jackal James,https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿,1,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0
Goran Theboss,https://www.surveymonkey.com/s/CVHMKLT﻿,1,0,0.8461538461538461,1,0,0,1,1,0,0,0,0,0,0,0,0
YoungBrothersRecords,Please give us a chance and check out the new music video on our channel!  You won't be disappointed.﻿,1,0,0.7,0,0,0,19,0,0,0,0,0,0,0,1,0
Chinsoman Films,Please subscribe to me﻿,1,0,0.7333333333333333,0,0,0,4,1,0,0,0,0,0,0,0,0
Moymoy Palaboy,"This is the best, funny and viral video of history (youtube) THE TRUE﻿",0,0,0.6428571428571429,0,0,0,13,0,0,0,0,0,0,0,0,0
Mason Sieverding,Please check out my vidios﻿,1,0,0.8125,1,0,0,5,0,0,0,0,0,0,0,0,0
VIP 2NEXO,OPPA GANGNAM STYLE!!!﻿,0,0,1.0,1,0,0,3,1,0,0,0,0,0,0,3,1
Gaming 101,"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!﻿",0,0,0.9,1,0,0,18,0,0,0,0,0,0,0,1,0
Chack Jason,OPPA &lt;3﻿,0,0,0.9090909090909091,0,0,0,2,1,0,0,0,0,0,0,0,0
Kitts Hausman,It's so funny it's awesomeness lol aaaaaaa sexy lada😂﻿,0,0,0.7692307692307693,1,1,0,9,0,0,0,0,0,0,0,0,0
TheInfectedDoge Gameplay,most viewed video in the world﻿,0,0,0.7916666666666666,0,0,0,6,0,0,0,0,0,0,0,0,0
Warrdrew,I'm here to check the views.. holy shit﻿,0,0,0.75,1,0,0,8,0,0,0,0,0,0,0,0,0
Parssa Alimadad,"Dear person reading this, You are beautiful and loving Have a great day﻿",0,0,0.6666666666666666,1,0,0,13,0,0,0,0,0,0,0,0,0
Adrian Skalak,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,1,0,0.7692307692307693,1,0,0,8,0,0,0,0,0,0,0,0,0
BeatBoxBaaa,Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE﻿,1,0,0.5454545454545454,1,0,0,37,0,0,0,0,0,0,0,0,0
Cool Ong,The Guy in the yellow suit kinda looks like Jae-suk ﻿,0,0,0.875,0,0,0,11,0,0,0,0,0,0,0,0,0
Uroš Slemenjak,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",1,0,0.9285714285714286,0,0,0,54,0,0,0,0,0,0,0,5,2
Adam Mudd,How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0,0,0.7777777777777778,1,0,0,17,0,0,0,0,0,0,0,8,2
Cromwell John Pascual,WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿,0,0,0.7619047619047619,0,0,0,10,0,0,0,0,0,0,0,1,0
Starfire003,OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this﻿,0,0,0.8181818181818182,1,0,0,20,0,0,0,0,0,0,0,0,0
Lindsay Wofford,What is he saying?!?!?!?!?!?!?!?$? ﻿,0,0,0.8,1,0,0,5,0,0,0,0,0,0,0,7,1
Romeo Sweeney,this has so many views﻿,0,0,0.6923076923076923,0,0,0,5,0,0,0,0,0,0,0,0,0
Thanh Phong,OMG over 2 billion views!﻿,0,0,0.7272727272727273,0,0,0,5,0,0,0,0,0,0,0,1,0
Callum Barr,Subscribe to me plz plz plz plz plz plZ ﻿,1,0,0.7272727272727273,0,0,0,10,0,0,0,0,0,0,0,0,0
funtimekid1199,http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market﻿,1,0,0.7857142857142857,0,0,0,33,0,0,0,0,0,0,0,1,0
css403,"i am 2,126,492,636 viewer :D﻿",0,0,0.8333333333333334,0,0,0,5,0,0,0,0,0,0,0,0,0
Dovydas Baranauskas,https://www.tsu.co/Aseris get money here !﻿,1,0,0.6842105263157895,1,0,0,5,0,0,0,0,0,0,0,1,0
전광용,Fantastic!﻿,0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0
sagar basnet,The population of world is more than 7 billion﻿,0,0,0.75,0,0,0,9,0,0,0,0,0,0,0,0,0
Vitor Belliny,2.126.521.750  views!!!!!!!!!!!!!!!!!﻿,0,0,0.8461538461538461,1,0,0,2,1,0,0,0,0,0,0,17,1
Gianpaolo T,Wow 23 min ago﻿,0,0,0.8181818181818182,0,0,0,4,1,0,0,0,0,0,0,0,0
josson 64,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,0,0.7777777777777778,0,0,0,2,1,0,0,0,0,0,0,43,2
Isuzu,P E A C E  &amp;  L O V E  ! !﻿,0,0,0.8,0,0,0,12,0,0,0,0,0,0,0,2,0
jayson calzado,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0,0,0.7857142857142857,0,0,0,19,0,0,0,0,0,0,0,0,1
O sábio das 7 eras,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1,0,0.6666666666666666,0,0,0,8,0,0,0,0,0,0,0,0,0
Pro Video,subscribe to me :) ﻿,1,0,0.8888888888888888,1,0,0,5,0,0,0,0,0,0,0,0,0
Vepi road to TIx,Still the best. :D﻿,0,0,0.8125,0,0,0,4,1,0,0,0,0,0,0,0,0
Bert Dionne,The most liked video on YouTube...﻿,0,0,0.8181818181818182,1,0,0,6,0,0,0,0,0,0,0,0,0
no honesty,Still watching this 2 years later? ﻿,0,0,0.8,0,0,0,7,0,0,0,0,0,0,0,0,0
LaunchPad Mad,"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-﻿",1,0,0.7692307692307693,0,0,0,48,0,0,0,0,0,0,0,3,0
Aj Riberal,"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",0,0,1.0,0,0,0,13,0,0,0,0,0,0,0,0,0
SRK FAN,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0,0,1.0,1,0,0,28,0,0,0,0,0,0,0,0,0
Ben Stalker,GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0,0,0.9090909090909091,0,0,0,5,0,0,0,0,0,0,0,2,1
xxxTheMikeTxxx,Will this song ever reach 7 Billion Views?﻿,0,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0,0
Kemal Kurtoglu,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1,0,0.7857142857142857,1,0,0,17,0,0,0,0,0,0,0,0,0
ahmed khalifa,"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0,0,0.7692307692307693,1,0,0,15,0,0,0,0,0,0,0,0,0
Adele Lupei,"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",0,0,0.8181818181818182,1,0,0,18,0,0,0,0,0,0,0,0,0
Daniel Istrati,Can anyone sub to my channel? :D﻿,1,0,0.7857142857142857,1,0,0,7,0,0,0,0,0,0,0,0,0
Stronzo Chicheritr,prehistoric song..has been﻿,0,0,0.6666666666666666,1,0,0,3,1,0,0,0,0,0,0,0,0
none dies virgin life fucks us all,You think you're smart?        Headbutt your face.﻿,0,0,0.47058823529411764,1,0,0,7,0,0,0,0,0,0,0,0,0
JakeFrostMiner Palanca,DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0,0,0.7272727272727273,1,0,0,10,0,0,0,0,0,0,0,0,0
Tee Tee,Loool nice song funny how no one understands (me) and we love it﻿,0,0,0.42857142857142855,0,0,0,13,0,0,0,0,0,0,0,0,0
Oopsthenameistoolong Oh well,Like if you came here too see how many views this song has.﻿,0,0,0.5357142857142857,1,0,0,13,0,0,0,0,0,0,0,0,0
witsnow roxiie,We pray for you Little Psy ♡﻿,0,0,0.7142857142857143,1,0,0,7,0,0,0,0,0,0,0,0,0
johan gade,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0,0,0.9,0,0,0,16,0,0,0,0,0,0,0,0,0
2666playboy, Follow me on Instagram. _chris_cz  ﻿,1,0,0.7272727272727273,0,0,0,6,0,0,0,0,0,0,0,0,0
Melissa Harmon,how is this shit still relevant ﻿,0,0,0.8571428571428571,1,0,0,7,0,0,0,0,0,0,0,0,0
Eddie Murphy,LOL this shit never gets old﻿,0,0,0.9166666666666666,1,0,0,6,0,0,0,0,0,0,0,0,0
Alucard Hellsing,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0,0,0.875,0,0,0,22,0,0,0,0,0,0,0,0,0
John Plaatt,On 0:02 u can see the camera man on his glasses....﻿,0,0,0.8181818181818182,0,0,0,11,0,0,0,0,0,0,1,0,0
YOU ARE NOW WASTING SECONDS OF YOUR LIFE BY READING THIS LONG STUPID NAME WHICH MAKES NO SENSE!,this comment is wrong﻿,0,0,0.24210526315789474,1,0,0,4,1,0,0,0,0,0,0,0,0
juanmanuel cespedes,i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿,0,0,0.631578947368421,1,0,0,15,0,0,0,0,0,0,0,0,0
Kirill Nazarethian,2:05. Hahahahah ﻿,0,0,0.6666666666666666,1,0,0,3,1,0,0,0,0,0,1,0,0
King uzzy,Can we reach 3 billion views by December 2014? ﻿,0,0,0.8888888888888888,0,0,0,10,0,0,0,0,0,0,0,0,0
Gio D.,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0,0,1.0,0,0,0,28,0,0,0,0,0,0,0,2,1
anthony Jennings,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",0,0,0.75,1,0,0,37,0,0,0,0,0,0,0,0,0
TheLegitBroz,The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,0,0,0.9166666666666666,1,0,0,20,0,0,0,0,0,0,0,0,0
mindaugux,why I dont see any comments but mine?:/﻿,0,0,0.8888888888888888,1,0,0,8,0,0,0,0,0,0,0,0,0
Bert Ernie,this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0,0,0.8,1,0,0,47,0,0,0,0,0,0,0,0,0
Tabby Ghani,I remember when everyone was obsessed with Gangnam Style 😗﻿,0,0,0.8181818181818182,1,1,0,10,0,0,0,0,0,0,0,0,0
UKz DoleSnacher,Remove This video its wank﻿,0,0,0.9333333333333333,1,0,0,5,0,0,0,0,0,0,0,0,0
JD COKE,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1,0,1.0,0,0,0,46,0,0,0,0,0,0,0,0,0
Joaco Remis,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",0,0,0.9090909090909091,0,0,0,17,0,0,0,0,0,0,0,0,0
TheRogueScorpion,MANY MEMORIES...........﻿,0,0,0.8125,0,0,0,2,1,0,0,0,0,0,0,0,0
John Schmidt,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0,0,0.9166666666666666,0,0,0,19,0,0,0,0,0,0,0,0,0
Sean Deko,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",0,0,0.8888888888888888,1,0,0,27,0,0,0,0,0,0,0,0,0
Nikolay Tekuchev,"This video is so cool, again and again!﻿",0,0,0.875,1,0,0,8,0,0,0,0,0,0,0,1,0
PinkyThePuppyProductions,I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,0,0,0.6666666666666666,0,1,0,17,0,0,0,0,0,0,0,0,0
Sev3617,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",0,0,1.0,0,0,0,43,0,0,0,0,0,0,0,0,0
Gema LR,With the korean girl more slut and bitch : Hyuna :'33﻿,0,0,1.0,1,0,0,11,0,0,0,0,0,0,0,0,0
Dana Matich,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,1,0,0.8181818181818182,1,0,0,23,0,0,0,0,0,0,0,2,0
Angela Flemming,Still a very fun music video to watch! ﻿,0,0,0.6666666666666666,1,0,0,9,0,0,0,0,0,0,0,1,0
itzquiffer,C'mon 3 billion views!!!!!!!!﻿,0,0,0.8,0,0,0,4,1,0,0,0,0,0,0,8,1
The Bibliophile Flautist,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1,0,0.625,1,0,0,27,0,0,0,0,0,0,0,1,0
Wilfredo Latorre,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0,0,0.75,1,0,0,143,0,0,0,0,0,0,0,6,2
Tornike Noniashvili,subscribe my chanel﻿,1,0,0.7368421052631579,1,0,0,3,1,0,0,0,0,0,0,0,0
Diana Roque,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",0,0,0.9090909090909091,1,0,0,13,0,0,0,0,0,0,0,0,0
bruno jovao,LoL﻿,0,0,0.8181818181818182,0,0,0,1,1,0,0,0,0,0,0,0,0
Spencer Clark,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0,0,0.8461538461538461,1,0,0,23,0,0,0,0,0,0,1,0,0
Haley Harmicar,"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",0,0,0.7142857142857143,1,0,0,21,0,0,0,0,0,0,0,0,0
Kincaid Liebenberg,PSY is a good guy﻿,0,0,0.6666666666666666,0,0,0,5,0,0,0,0,0,0,0,0,0
CHILD,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,0,0,1.0,0,0,0,12,0,0,0,0,0,0,0,0,0
CustomerService GM,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1,0,0.8333333333333334,1,0,0,1,1,0,0,0,0,0,0,0,0
sahil samal,1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0,0,0.6363636363636364,1,0,0,3,1,0,0,0,0,0,0,0,0
Doris Chew,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0,0,1.0,1,0,0,23,0,0,0,0,0,0,0,0,0
hunter braddock,For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.﻿,0,0,0.8666666666666667,0,0,0,29,0,0,0,0,0,0,0,0,0
Arrestme11,How stupid humanity is﻿,0,0,0.7,0,0,0,4,1,0,0,0,0,0,0,0,0
The O'dowd Crowd,Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1,0,0.6875,0,0,0,16,0,0,0,0,0,0,0,0,0
FaceTheFacts,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,0,0,0.6666666666666666,0,0,0,20,0,0,0,0,0,0,0,1,0
x Judda,"We get it, you came here for the views... ﻿",0,0,0.8571428571428571,0,0,0,10,0,0,0,0,0,0,0,0,0
Kelsey bolley,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0,0,0.6153846153846154,1,0,0,22,0,0,0,0,0,0,0,0,0
Markus Mairhofer,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1,0,0.75,1,0,0,15,0,0,0,0,0,0,0,0,0
Wert Walleet,"This song is great there are 2,127,315,950 views wow﻿",0,0,0.5833333333333334,1,0,0,9,0,0,0,0,0,0,0,0,0
Hollz C,I'm watching this in 2014﻿,0,0,0.8571428571428571,0,0,0,5,0,0,0,0,0,0,0,0,0
The Silhouette,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0,0,0.7142857142857143,0,0,0,12,0,0,0,0,0,0,0,0,0
Agarra Mela,"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",0,0,0.7272727272727273,1,0,0,16,0,0,0,0,0,0,0,0,0
Tedi Foto,What my gangnam style﻿,0,0,0.8888888888888888,1,0,0,4,1,0,0,0,0,0,0,0,0
StarBlade34 OverLord,Lol this youtuber (officialpsy) is getting so much money lol﻿,0,0,0.75,1,0,0,10,0,0,0,0,0,0,0,0,0
Super Cot,1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0,0,1.0,0,0,0,7,0,0,0,0,0,0,0,1,0
restlesswikiinfo,"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",0,0,0.6875,0,0,0,24,0,0,0,0,0,0,0,0,0
Susan Jay,"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",0,0,0.8888888888888888,1,0,0,28,0,0,0,0,0,0,0,0,0
diego acosta,"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.﻿",1,0,0.8333333333333334,0,0,0,23,0,0,0,0,0,0,0,0,0
Harrys Edits,if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,1,0,0.8333333333333334,1,0,0,33,0,0,0,0,0,0,0,3,1
piwnugget,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,0,0,0.8888888888888888,0,0,0,3,1,0,0,0,0,0,0,23,1
ThoseFour KidsYaay,2 billion for this shit?﻿,0,0,0.8333333333333334,0,0,0,5,0,0,0,0,0,0,0,0,0
Mia Aspinall,"2 billion views, only 2 million shares﻿",0,0,0.75,1,0,0,7,0,0,0,0,0,0,0,0,0
DylsFS,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,1,0,1.0,0,0,0,35,0,0,0,0,0,0,0,1,0
"nobleMC | Minecraft, GFX and More!",If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,1,0,0.6176470588235294,1,0,0,15,0,0,0,0,0,0,0,1,0
zakaia ziko,follower please https://www.facebook.com/lists/161620527267482﻿,1,0,0.5454545454545454,1,0,0,3,1,0,0,0,0,0,0,0,0
Praise Samuel,2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,0,0,0.8461538461538461,1,0,0,19,0,0,0,0,0,0,0,0,0
nathan robson,If i reach 100 subscribers i will tazz my self and my friend﻿,1,0,0.6923076923076923,1,0,0,13,0,0,0,0,0,0,0,0,0
Navin Surya,Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,1,0,0.9090909090909091,1,0,0,15,0,0,0,0,0,0,0,1,0
Bishwaroop Bhattacharjee,https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,1,0,0.5833333333333334,0,0,0,2,1,0,0,0,0,0,0,0,0
Liu Chu Yi,I am so awesome and smart!!! Sucscribe to me!﻿,1,0,0.7,0,0,0,9,0,0,0,0,0,0,0,4,1
iKap Taz,Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,1,0,0.875,0,0,0,9,0,0,0,0,0,0,0,0,0
Serkan Kaya,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1,0,0.8181818181818182,1,0,0,5,0,0,0,0,0,0,0,0,0
Bizzle Sperq,https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3﻿,1,0,0.8333333333333334,0,0,0,5,0,0,0,0,0,0,0,0,0
Elieo Cardiopulmonary,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1,0,0.7142857142857143,1,0,0,213,0,0,0,0,0,0,0,0,0
